index,name,price,url,category
5483,"NATURA Tds Less Than 1500 3000 LPH RO Purification Plant, Water Storage Capacity: 4000 L",₹2.5 Lakh/ Piece,https://www.indiamart.com/proddetail/3000-lph-ro-purification-plant-23668576273.html?pos=130&kwd=water,Water Purification Services
5484,Non Contact UV For Industrial Water Disinfection System,₹1.25 Lakh/ Piece,https://www.indiamart.com/proddetail/non-contact-uv-for-industrial-water-disinfection-system-25680830512.html?pos=132&kwd=water,Water Purification Services
5485,"Hitech Laboratory Water Purification System, Water Storage Capacity: 50 Litres, Purification Capacity: 10 Litres Per Hour",₹4.5 Lakh/ Piece,https://www.indiamart.com/proddetail/laboratory-water-purification-system-22258590588.html?pos=134&kwd=water,Water Purification Services
5486,"Reverse Osmosis Stainless Steel,FRP Water Purification Machine, Water Storage Capacity: 1000 L","₹90,000/ Unit",https://www.indiamart.com/proddetail/water-purification-machine-4113637055.html?pos=135&kwd=water,Water Purification Services
5487,Sartorius Arium Mini Water Purification Systems,₹3.25 Lakh/ Piece,https://www.indiamart.com/proddetail/sartorius-arium-mini-water-purification-systems-10830820173.html?pos=136&kwd=water,Water Purification Services
5488,"High Purity Water Filtration System, 1000 L",₹3.4 Lakh/ Piece,https://www.indiamart.com/proddetail/high-purity-water-filtration-system-15075379673.html?pos=140&kwd=water,Water Purification Services
5497,"Baron UV+ RO 1000 LPH Industrial Reverse Osmosis Plant, Automation Grade: Semi-Automatic, RO Capacity: 500-1000 (Liter/hour)",₹1.15 Lakh/ Unit,https://www.indiamart.com/proddetail/1000-lph-industrial-reverse-osmosis-plant-12429782312.html?pos=172&kwd=water,Water Purification Services
5498,"Stainless Steel Clear Water Purification Systems, For Industrial","₹65,000/ Piece",https://www.indiamart.com/proddetail/clear-water-purification-systems-22681071533.html?pos=173&kwd=water,Water Purification Services
5499,"Reverse Osmosis Vardhman 60/80ltr with Inbuilt RO System, For Drinking Purpose","₹56,000/ Number",https://www.indiamart.com/proddetail/vardhman-60-80ltr-with-inbuilt-ro-system-22020013430.html?pos=174&kwd=water,Water Purification Services
5500,"RRT Stainless Steel UV Water Purification System, Water Storage Capacity: 1000 L, Automation Grade: Semi-Automatic","₹15,000/ Unit",https://www.indiamart.com/proddetail/uv-water-purification-system-12254947691.html?pos=175&kwd=water,Water Purification Services
5501,"Semi-Automatic RO Plant, RO Capacity: 2000-3000 (Liter/hour)",₹4.9 Lakh/ Unit,https://www.indiamart.com/proddetail/semi-automatic-ro-plant-1171413473.html?pos=176&kwd=water,Water Purification Services
5502,"500 LPH Water Purification Systems (5973), For Industries",₹1.25 Lakh/ Piece,https://www.indiamart.com/proddetail/water-purification-systems-5973-26149426188.html?pos=179&kwd=water,Water Purification Services
5503,"Alum Fitkari Powder, For Laboratory, Packaging Type: Packet",₹10/ Kg,https://www.indiamart.com/proddetail/alum-fitkari-powder-23965640773.html?pos=181&kwd=water,Water Purification Services
5506,Industrial Wastewater Treatment Plant,₹6.5 Lakh/ Unit,https://www.indiamart.com/proddetail/industrial-wastewater-treatment-plant-2850815818048.html?pos=1&kwd=wastewater,Wastewater Treatment Services
5507,Wastewater Treatment Services,₹2 Lakh/ Unit,https://www.indiamart.com/proddetail/wastewater-treatment-services-10990889830.html?pos=2&kwd=wastewater,Wastewater Treatment Services
5508,Biodegradable Monthly Wastewater Treatment Services,"₹60,000/ Unit",https://www.indiamart.com/proddetail/wastewater-treatment-services-22501536873.html?pos=3&kwd=wastewater,Wastewater Treatment Services
5509,Monthly Semi-automatic Wastewater Treatment Services,₹5.5 Lakh/ Project,https://www.indiamart.com/proddetail/wastewater-treatment-services-20169005097.html?pos=4&kwd=wastewater,Wastewater Treatment Services
5510,Wastewater Treatment Services,"₹5,000/ nos",https://www.indiamart.com/proddetail/wastewater-treatment-services-19244524112.html?pos=5&kwd=wastewater,Wastewater Treatment Services
5511,Effluent Treatment Services,₹7 Lakh/ Service,https://www.indiamart.com/proddetail/effluent-treatment-services-20556941730.html?pos=6&kwd=wastewater,Wastewater Treatment Services
5512,"Technical Grade Powder Special Bacteria In Waste Water Treatment, for Personal, Packaging Size: 1 Kg","₹2,150/ Kg",https://www.indiamart.com/proddetail/special-bacteria-in-waste-water-treatment-14427697597.html?pos=7&kwd=wastewater,Wastewater Treatment Services
5513,Effluent Treatment Services,"₹30,000/ Unit",https://www.indiamart.com/proddetail/effluent-treatment-services-2849508189091.html?pos=8&kwd=wastewater,Wastewater Treatment Services
5514,Drinking Water Treatment Services,₹1 Lakh/ Piece,https://www.indiamart.com/proddetail/drinking-water-treatment-services-25503260733.html?pos=9&kwd=wastewater,Wastewater Treatment Services
5515,"Water Treatment Services, Pan India","₹12,000/ Annum",https://www.indiamart.com/proddetail/water-treatment-services-9000071388.html?pos=11&kwd=wastewater,Wastewater Treatment Services
5516,Operation and Maintenance of Water Treatment Plant,"₹55,000/ Unit",https://www.indiamart.com/proddetail/operation-and-maintenance-of-water-treatment-plant-8980870330.html?pos=12&kwd=wastewater,Wastewater Treatment Services
5517,Industrial wastewater services,"₹5,000/ Piece",https://www.indiamart.com/proddetail/wastewater-treatment-services-22627276297.html?pos=14&kwd=wastewater,Wastewater Treatment Services
5518,1 Week Water Treatment Service,"₹3,500/ Person",https://www.indiamart.com/proddetail/water-treatment-service-19459488255.html?pos=1&kwd=boiler,Boiler Water Treatment Service
5519,Boiler Water Treatment Service,"₹25,000/ Month",https://www.indiamart.com/proddetail/boiler-water-treatment-service-1409836688.html?pos=2&kwd=boiler,Boiler Water Treatment Service
5520,Packaged Water Treatment Plants,"₹70,000/ Piece",https://www.indiamart.com/proddetail/packaged-water-treatment-plants-24817729988.html?pos=3&kwd=boiler,Boiler Water Treatment Service
5521,Industrial Wastewater Treatment Plant,₹6.5 Lakh/ Unit,https://www.indiamart.com/proddetail/industrial-wastewater-treatment-plant-2850815818048.html?pos=4&kwd=boiler,Boiler Water Treatment Service
5522,"Cyclohexylamine, For Industrial, 200kg",₹190/ Kg,https://www.indiamart.com/proddetail/cyclohexylamine-2851391403973.html?pos=5&kwd=boiler,Boiler Water Treatment Service
5523,Wastewater Treatment Services,₹2 Lakh/ Unit,https://www.indiamart.com/proddetail/wastewater-treatment-services-10990889830.html?pos=6&kwd=boiler,Boiler Water Treatment Service
5524,"Single Waste Water Ultrafiltration System, For Chemical Industry, Capacity: 1000-10000lph",₹5 Lakh/ Unit,https://www.indiamart.com/proddetail/waste-water-ultrafiltration-system-16448073755.html?pos=7&kwd=boiler,Boiler Water Treatment Service
5525,Water Treatment Plant Consultancy Service,"₹5,000/ Session",https://www.indiamart.com/proddetail/water-treatment-plant-consultancy-service-23068363712.html?pos=8&kwd=boiler,Boiler Water Treatment Service
5526,Effluent Wastewater Treatment Plant,₹2.5 Lakh/ Piece,https://www.indiamart.com/proddetail/effluent-wastewater-treatment-plant-19902156512.html?pos=9&kwd=boiler,Boiler Water Treatment Service
5527,Offline Water Treatment Consultant,"₹50,000/ Project",https://www.indiamart.com/proddetail/water-treatment-consultant-20805637588.html?pos=10&kwd=boiler,Boiler Water Treatment Service
5528,Industrial Waste Water Treatment Plant,₹4 Lakh/ Piece,https://www.indiamart.com/proddetail/industrial-waste-water-treatment-plant-26481411497.html?pos=12&kwd=boiler,Boiler Water Treatment Service
5529,Industrial Wastewater Treatment Plant,₹10 Lakh/ piece,https://www.indiamart.com/proddetail/industrial-wastewater-treatment-plant-15803508248.html?pos=13&kwd=boiler,Boiler Water Treatment Service
5530,Monthly Semi-automatic Wastewater Treatment Services,₹5.5 Lakh/ Project,https://www.indiamart.com/proddetail/wastewater-treatment-services-20169005097.html?pos=14&kwd=boiler,Boiler Water Treatment Service
5531,Sewage Water Treatment Service,₹1 Lakh/ nos,https://www.indiamart.com/proddetail/sewage-water-treatment-service-24699145130.html?pos=15&kwd=boiler,Boiler Water Treatment Service
5532,"More than 5000 LPH Water Treatment Plant, Installation Available",₹5.5 Lakh/ Plant,https://www.indiamart.com/proddetail/water-treatment-plant-13268243855.html?pos=16&kwd=boiler,Boiler Water Treatment Service
5533,Mineral Water Plant Consultant,"₹75,000/ Set",https://www.indiamart.com/proddetail/mineral-water-plant-consultant-10520864312.html?pos=17&kwd=boiler,Boiler Water Treatment Service
5534,Water Treatment Service,"₹10,000/ Day",https://www.indiamart.com/proddetail/water-treatment-service-6408003073.html?pos=18&kwd=boiler,Boiler Water Treatment Service
5535,Industrial Wastewater Treatment Plants,₹25 Lakh/ Plant,https://www.indiamart.com/proddetail/industrial-wastewater-treatment-plants-27229886897.html?pos=19&kwd=boiler,Boiler Water Treatment Service
5536,"Industrial Waste Water Treatment Plant, Pharmaceutical & Chemicals",₹40 Lakh/ Piece,https://www.indiamart.com/proddetail/industrial-waste-water-treatment-plant-26156838048.html?pos=20&kwd=boiler,Boiler Water Treatment Service
5537,"Industrial Waste Water Treatment Plant, 2 KLD",₹5 Lakh/ Piece,https://www.indiamart.com/proddetail/industrial-waste-water-treatment-plant-3823089533.html?pos=22&kwd=boiler,Boiler Water Treatment Service
5538,"Sewage Treatment Plant, Installation Available",₹3 Lakh/ Plant,https://www.indiamart.com/proddetail/sewage-treatment-plant-17742182273.html?pos=23&kwd=boiler,Boiler Water Treatment Service
5539,STP Maintenance Service,"₹45,000/ Unit",https://www.indiamart.com/proddetail/stp-maintenance-service-15240185673.html?pos=24&kwd=boiler,Boiler Water Treatment Service
5540,Effluent Treatment Services,₹7 Lakh/ Service,https://www.indiamart.com/proddetail/effluent-treatment-services-20556941730.html?pos=25&kwd=boiler,Boiler Water Treatment Service
5541,Industrial Waste Water Treatment Plant,₹15.35 Lakh/ Plant,https://www.indiamart.com/proddetail/industrial-waste-water-treatment-plant-27382550530.html?pos=27&kwd=boiler,Boiler Water Treatment Service
5542,"Water Treatment Sewage & Mud Pump Repairing Service, Industrial","₹10,000/ Piece",https://www.indiamart.com/proddetail/sewage-mud-pump-repairing-service-20360819197.html?pos=28&kwd=boiler,Boiler Water Treatment Service
5543,"Plastic Waste Management - PWM Registration, Industrial","₹30,000/ Number",https://www.indiamart.com/proddetail/plastic-waste-management-pwm-registration-25318160391.html?pos=1&kwd=plastic,Plastic Waste Management Service
5544,Municipal Solid Waste Management,₹40 Lakh/ Unit,https://www.indiamart.com/proddetail/municipal-solid-waste-management-2851295033448.html?pos=2&kwd=plastic,Plastic Waste Management Service
5545,EPR Certification Service For Plastic,"₹30,000/ Certificate",https://www.indiamart.com/proddetail/epr-certification-service-for-plastic-2850650931855.html?pos=3&kwd=plastic,Plastic Waste Management Service
5546,"Biodegradable Plastic Waste Management Service, Local","₹6,100/ Service",https://www.indiamart.com/proddetail/biodegradable-plastic-waste-management-service-6146898355.html?pos=6&kwd=plastic,Plastic Waste Management Service
5547,Monthly RDF Material,₹5/ Kg,https://www.indiamart.com/proddetail/rdf-material-24769553730.html?pos=8&kwd=plastic,Plastic Waste Management Service
5548,"E-Waste Recycler, Industrial","₹75,000/ Unit",https://www.indiamart.com/proddetail/e-waste-recycler-21677221197.html?pos=10&kwd=plastic,Plastic Waste Management Service
5549,Total Waste Management (Treatment & Disposal) Solutions (Non Burn) (Model Series: Sambion: Nbs),₹20.5 Lakh/ Unit,https://www.indiamart.com/proddetail/total-waste-management-treatment-disposal-solutions-non-burn-model-series-sambion-nbs-21422519362.html?pos=1&kwd=garbage,Garbage Disposal Services
5550,Waste Management Garbage Disposal,₹500/ Unit,https://www.indiamart.com/proddetail/waste-management-garbage-disposal-23025699812.html?pos=2&kwd=garbage,Garbage Disposal Services
5551,"Wet Garbage Management, Residential, industrial commercial","₹30,000/ Piece",https://www.indiamart.com/proddetail/wet-garbage-management-1727861148.html?pos=3&kwd=garbage,Garbage Disposal Services
5552,"Industrial Waste Disposal Service, Local","₹5,400/ Service",https://www.indiamart.com/proddetail/industrial-waste-disposal-service-6146898830.html?pos=4&kwd=garbage,Garbage Disposal Services
5553,"Non-Biodegradable Monthly Resin Base FRP Waste Recycling Facilities, Industrial, Packaging Size: 100 Metric Tone","₹50,000/ Project",https://www.indiamart.com/proddetail/resin-base-frp-waste-recycling-facilities-22029369355.html?pos=5&kwd=garbage,Garbage Disposal Services
5554,"Yearly Food Waste Disposer Installation Service, Local",₹600/ service,https://www.indiamart.com/proddetail/food-waste-disposer-installation-service-22794775455.html?pos=12&kwd=garbage,Garbage Disposal Services
5555,Kibisu Silk Waste,"₹1,100/ Kg",https://www.indiamart.com/proddetail/kibisu-silk-waste-10754122133.html?pos=1&kwd=silk,Silk Waste
5556,"Tussar Silk Cotton fiber Waste Saree Silk Fiber, for Spinning, Packaging Type: Roll",₹67/ Piece,https://www.indiamart.com/proddetail/waste-saree-silk-fiber-4240851230.html?pos=2&kwd=silk,Silk Waste
5557,"Raw KOSA WASTE KATIYA, For home furnishing products, Count: coarser thick yarn",₹799/ Kg,https://www.indiamart.com/proddetail/kosa-waste-katiya-2850655494948.html?pos=4&kwd=silk,Silk Waste
5558,"White Silk Waste Sheet, For Industrial","₹2,100/ Kg",https://www.indiamart.com/proddetail/silk-waste-sheet-22860968973.html?pos=5&kwd=silk,Silk Waste
5559,Viscose(silk)Yarn Waste,₹85/ Kilogram,https://www.indiamart.com/proddetail/viscose-silk-yarn-waste-15429751562.html?pos=7&kwd=silk,Silk Waste
5560,"White Mulberry Silk Waste, For Bathrobes, Packaging Type: Sack Bag",₹165/ Kg,https://www.indiamart.com/proddetail/mulberry-silk-waste-22319813162.html?pos=10&kwd=silk,Silk Waste
5561,"White Mulberry Silk Waste, For Bathrobes, Packaging Type: Sack Bag",₹165/ Kg,https://www.indiamart.com/proddetail/mulberry-silk-waste-22319813162.html?pos=15&kwd=silk,Silk Waste
5562,"Hand Spun Recycled Silk Yarn, For Handicraft And Weaving","₹1,500/ Kilogram",https://www.indiamart.com/proddetail/hand-spun-recycled-silk-yarn-17706531662.html?pos=16&kwd=silk,Silk Waste
5563,"Single Color Recycled Silk Yarns, For Textile Industry, Count: 20-40 Count","₹1,200/ Kg",https://www.indiamart.com/proddetail/single-color-recycled-silk-yarns-22385266188.html?pos=18&kwd=silk,Silk Waste
5564,"Synthetic Yarn Waste, For Quilts,Soft Pillows Etc",₹45/ Kg,https://www.indiamart.com/proddetail/synthetic-yarn-waste-4339691397.html?pos=1&kwd=nylon,Nylon Waste
5565,"Plain White Nylon Waste, For Textile Industry, Packaging Type: HDPE Bags",₹60/ Kg,https://www.indiamart.com/proddetail/plain-white-nylon-waste-22984758812.html?pos=2&kwd=nylon,Nylon Waste
5566,Nylon Yarn Waste,₹40/ Kilogram,https://www.indiamart.com/proddetail/nylon-yarn-waste-14899973562.html?pos=3&kwd=nylon,Nylon Waste
5567,Bright(natural) Nylon Yarn Waste,₹75/ Kilogram,https://www.indiamart.com/proddetail/nylon-yarn-waste-15429255591.html?pos=4&kwd=nylon,Nylon Waste
5568,Natural Viscose Waste,₹50/ Kilogram,https://www.indiamart.com/proddetail/viscose-waste-17420201062.html?pos=5.2&kwd=nylon,Nylon Waste
5569,Nylon Used Mens Printed Zipper Jacket,₹100/ Kg,https://www.indiamart.com/proddetail/used-mens-printed-zipper-jacket-21702203862.html?pos=7&kwd=nylon,Nylon Waste
5570,"Cotton Waste Cloth, For Textile Industry",₹100/ Number,https://www.indiamart.com/proddetail/cotton-waste-cloth-2851877070348.html?pos=8&kwd=nylon,Nylon Waste
5571,"Unisex Cotton Used Woman Clothing Buy Online In Africa, Asia, For Textile Industry",₹120/ Kg,https://www.indiamart.com/proddetail/used-woman-clothing-buy-online-in-africa-asia-2852091810491.html?pos=9&kwd=nylon,Nylon Waste
5572,Cotton Waste Cloth,₹60/ onwards,https://www.indiamart.com/proddetail/cotton-waste-cloth-22140758697.html?pos=11&kwd=nylon,Nylon Waste
5573,White Pillows Raw materials,₹22/ Kilogram,https://www.indiamart.com/proddetail/pillows-raw-materials-15748436348.html?pos=13&kwd=nylon,Nylon Waste
5574,"Unisex Nylon Super quality Used Clothes, Used Clothing, Used Shoes, For Industrial","₹4,500/ Kg",https://www.indiamart.com/proddetail/super-quality-used-clothes-used-clothing-used-shoes-2852115641191.html?pos=14&kwd=nylon,Nylon Waste
5575,Spinning Hard Waste,₹135/ Kilogram,https://www.indiamart.com/proddetail/spinning-hard-waste-24837238948.html?pos=1&kwd=spinning,Spinning Waste
5576,"Raw Natural Throwster Silk Waste, For Knitting, Packaging Type: Sack Bag",₹200/ Kg,https://www.indiamart.com/proddetail/throwster-silk-waste-22323809697.html?pos=2&kwd=spinning,Spinning Waste
5577,"Tussar Silk Cotton fiber Waste Saree Silk Fiber, for Spinning, Packaging Type: Roll",₹67/ Piece,https://www.indiamart.com/proddetail/waste-saree-silk-fiber-4240851230.html?pos=3&kwd=spinning,Spinning Waste
5578,"Cotton Waste Yarn, For Textile Industry",₹12/ Piece,https://www.indiamart.com/proddetail/cotton-waste-yarn-2851658524991.html?pos=4&kwd=spinning,Spinning Waste
5579,"White Cotton Waste, For Textile Industry",₹8/ Kg,https://www.indiamart.com/proddetail/white-cotton-waste-24102241262.html?pos=5&kwd=spinning,Spinning Waste
5580,"Off White Recycled Cotton Waste, For Spinning",₹35/ Kg,https://www.indiamart.com/proddetail/recycled-cotton-waste-2850027911530.html?pos=6&kwd=spinning,Spinning Waste
5581,COTTON WASTE YELLOW COLOUR,₹190/ Kg,https://www.indiamart.com/proddetail/cotton-waste-yellow-colour-2851625623430.html?pos=7&kwd=spinning,Spinning Waste
5582,"Hosiery Cotton Waste, For Textile Industry",₹110/ Kg,https://www.indiamart.com/proddetail/hosiery-cotton-waste-2850588124773.html?pos=8&kwd=spinning,Spinning Waste
5583,"Cotton Waste Fabric Scrap, For Cleaning Purpose",₹25/ Kg,https://www.indiamart.com/proddetail/cotton-waste-fabric-scrap-2850370364497.html?pos=9&kwd=spinning,Spinning Waste
5584,Cotton Hosiery Waste,₹39/ Kg,https://www.indiamart.com/proddetail/cotton-hosiery-waste-24262348312.html?pos=10&kwd=spinning,Spinning Waste
5585,"Solid Light Denim Waste, For Textile Industry",₹22/ Kg,https://www.indiamart.com/proddetail/light-denim-waste-19331006097.html?pos=11&kwd=spinning,Spinning Waste
5586,"Flat Strip Cotton Waste, For Textile Industry",₹110/ Kg,https://www.indiamart.com/proddetail/flat-strip-cotton-waste-2850956260388.html?pos=12&kwd=spinning,Spinning Waste
5587,Hosiery Clips,₹60/ Kg,https://www.indiamart.com/proddetail/hosiery-clips-21549867833.html?pos=1&kwd=hosiery,Hosiery Clips
5588,Cotton White Hosiery Clip,₹8/ Piece(s),https://www.indiamart.com/proddetail/cotton-white-hosiery-clip-1442616430.html?pos=2&kwd=hosiery,Hosiery Clips
5589,"Mixed Hosiery Waste, For Recycling And Cleaning",₹26/ Kilogram,https://www.indiamart.com/proddetail/hosiery-waste-20559911030.html?pos=3&kwd=hosiery,Hosiery Clips
5590,"Mix Printed Hosiery Waste, Packaging Type: Bale, Packaging Size: 50 Kgs",₹42/ Kg,https://www.indiamart.com/proddetail/hosiery-waste-11731603173.html?pos=6&kwd=hosiery,Hosiery Clips
5591,"Mixing Textile Hosiery Banian Bit Waste, For Cleaning Machine, Packaging Size: 50kgs Bondal",₹43/ Kg,https://www.indiamart.com/proddetail/textile-hosiery-banian-bit-waste-12927474133.html?pos=7&kwd=hosiery,Hosiery Clips
5592,"Hosiery Wiper Cloth, For Mopping",₹32/ Kg,https://www.indiamart.com/proddetail/hosiery-wiper-cloth-22944393462.html?pos=8&kwd=hosiery,Hosiery Clips
5593,"Hosiery Cloth Cotton Waste, Usage: Industrial",₹55/ Kilogram,https://www.indiamart.com/proddetail/hosiery-cloth-cotton-waste-17905521491.html?pos=9&kwd=hosiery,Hosiery Clips
5594,Mix Colour Hoseiry Cotton Waste,₹38/ Kilogram,https://www.indiamart.com/proddetail/hoseiry-cotton-waste-15060919833.html?pos=10&kwd=hosiery,Hosiery Clips
5595,"Hosiery Cutting Waste, For Textile Industry",₹40/ Kg,https://www.indiamart.com/proddetail/hosiery-cutting-waste-2849670963497.html?pos=11&kwd=hosiery,Hosiery Clips
5596,Cotton Rags Hosiery,₹45/ Piece(s),https://www.indiamart.com/proddetail/cotton-rags-hosiery-11315033873.html?pos=12&kwd=hosiery,Hosiery Clips
5597,"Cotton Hosiery Cut Clothes, For Cleaning Machine, Packaging Type: Packet",₹100/ Kg,https://www.indiamart.com/proddetail/hosiery-cut-clothes-22132457412.html?pos=13&kwd=hosiery,Hosiery Clips
5598,Cotton Hosiery Waste,₹39/ Kg,https://www.indiamart.com/proddetail/cotton-hosiery-waste-24262348312.html?pos=15&kwd=hosiery,Hosiery Clips
5599,"Hosiery Cutting Waste, Packaging Size: 50 kg, Size: Not Specify",₹40/ Kg,https://www.indiamart.com/proddetail/hosiery-cutting-waste-23364435212.html?pos=16&kwd=hosiery,Hosiery Clips
5600,"Unique Sack Hosiery Banian Cotton Chindi, Pack Size: 50 Kg, Size: 12"" X 12""",₹32/ Kg,https://www.indiamart.com/proddetail/hosiery-banian-cotton-chindi-20392904848.html?pos=15&kwd=hosiery,Hosiery Clips
5601,Plain Cotton Hosiery Wiping Rags,₹35/ Kg,https://www.indiamart.com/proddetail/cotton-hosiery-wiping-rags-21692226697.html?pos=16&kwd=hosiery,Hosiery Clips
5602,"Cut Piece mix colour Waste Hosiery Wiper Cloth, For Industrial",₹31/ Kilogram,https://www.indiamart.com/proddetail/waste-hosiery-wiper-cloth-19441782588.html?pos=17&kwd=hosiery,Hosiery Clips
5603,"Hosiery Cotton Waste, For Textile Industry",₹110/ Kg,https://www.indiamart.com/proddetail/hosiery-cotton-waste-2850588124773.html?pos=18&kwd=hosiery,Hosiery Clips
5604,Multicolor Hosiery Cotton Waste,₹29/ Kilogram,https://www.indiamart.com/proddetail/hosiery-cotton-waste-16446967955.html?pos=21&kwd=hosiery,Hosiery Clips
5605,"Hoisery Cotton Waste Cloth, For Textile Industry",₹45/ Kg,https://www.indiamart.com/proddetail/hoisery-cotton-waste-cloth-2851053058691.html?pos=22&kwd=hosiery,Hosiery Clips
5606,White Cotton Hosiery Waste,₹90/ Kilogram,https://www.indiamart.com/proddetail/white-cotton-hosiery-waste-4145174962.html?pos=23&kwd=hosiery,Hosiery Clips
5607,"Waste Hosiery Wiper Cloth, For Cleaning Purpose",₹34/ Kg,https://www.indiamart.com/proddetail/waste-hosiery-wiper-cloth-23873076255.html?pos=29&kwd=hosiery,Hosiery Clips
5608,Cotton Hosiery Clothes Waste,₹24/ Kg,https://www.indiamart.com/proddetail/cotton-hosiery-clothes-waste-21728740733.html?pos=30&kwd=hosiery,Hosiery Clips
5609,"Indian Wiper Cotton Cutting Hosiery Wiping Rags, For Cleaning Machine, Packaging Size: 50 kg",₹15/ Kg,https://www.indiamart.com/proddetail/indian-wiper-cotton-cutting-hosiery-wiping-rags-21366517155.html?pos=31&kwd=hosiery,Hosiery Clips
5610,"Multicolor Hosiery Wiper Waste, For Cleaning Machine, Packaging Type: 50 Kg Per Bag",₹27/ Kg,https://www.indiamart.com/proddetail/hosiery-wiper-waste-22959194748.html?pos=32&kwd=hosiery,Hosiery Clips
5611,White Cotton Hosiery Clips for Spinning,₹100/ Kilogram,https://www.indiamart.com/proddetail/cotton-hosiery-clips-21137601773.html?pos=34&kwd=hosiery,Hosiery Clips
5612,Mix Colour Hozari Cotton Waste,₹40/ Kilogram,https://www.indiamart.com/proddetail/hozari-cotton-waste-17580319291.html?pos=37&kwd=hosiery,Hosiery Clips
5613,"COLOUR HOSERY WIPER, For Cleaning Machine",₹34/ Kg,,Hosiery Clips
5615,"COTTON Banian Waste, Count: MIX",₹99/ Kg,https://www.indiamart.com/proddetail/banian-waste-22233034912.html?pos=1&kwd=banian,Banian Waste
5616,"White Cotton Banian Waste, Packaging Size: 50 kg, Size: Mix",₹79/ Kg,https://www.indiamart.com/proddetail/cotton-banian-waste-11088189955.html?pos=2&kwd=banian,Banian Waste
5617,Banian Cut Wiper Cloth,₹41/ Kilogram,https://www.indiamart.com/proddetail/banian-cut-wiper-cloth-12736500288.html?pos=3&kwd=banian,Banian Waste
5618,"White Banian Waste, Packaging Type: Bundle, Packaging Size: 25 Kg",₹75/ Kilogram,https://www.indiamart.com/proddetail/white-banian-waste-20038387897.html?pos=4&kwd=banian,Banian Waste
5619,"Cotton Waste, For Cleaning Purpose",₹100/ Kg,https://www.indiamart.com/proddetail/cotton-waste-27203374397.html?pos=5&kwd=banian,Banian Waste
5620,"Banian Waste Cloth, For Industrial",₹25/ Kg,https://www.indiamart.com/proddetail/banian-waste-cloth-2849423290048.html?pos=6&kwd=banian,Banian Waste
5621,Medium Banian fresh cotton,₹25/ Kilogram,https://www.indiamart.com/proddetail/medium-banian-fresh-cotton-22140760391.html?pos=7&kwd=banian,Banian Waste
5622,"Unique Sack Hosiery Banian Cotton Chindi, Pack Size: 50 Kg, Size: 12"" X 12""",₹32/ Kg,https://www.indiamart.com/proddetail/hosiery-banian-cotton-chindi-20392904848.html?pos=8&kwd=banian,Banian Waste
5623,"Banian Cloth Waste, For Industrial",₹46/ Kg,https://www.indiamart.com/proddetail/banian-cloth-waste-22595626891.html?pos=10&kwd=banian,Banian Waste
5624,"Cotton Mixed Banyan Waste Chp, For Industrial",₹45/ Kg,https://www.indiamart.com/proddetail/banyan-waste-chp-25168262255.html?pos=11&kwd=banian,Banian Waste
5625,"Cotton Baniyan Waste, For Industrial",₹50/ Kg,https://www.indiamart.com/proddetail/cotton-baniyan-waste-2851053017633.html?pos=12&kwd=banian,Banian Waste
5626,"Banian Waste, For Industrial",₹38/ Kg,https://www.indiamart.com/proddetail/banian-waste-26796083762.html?pos=13&kwd=banian,Banian Waste
5627,Silk Coloured Yarn Waste,₹300/ Kilogram,https://www.indiamart.com/proddetail/coloured-yarn-waste-10754150548.html?pos=15&kwd=banian,Banian Waste
5628,Banian White Waste Fabric Cuttings,₹100/ Kilogram,https://www.indiamart.com/proddetail/banian-white-waste-fabric-cuttings-6895353191.html?pos=16&kwd=banian,Banian Waste
5629,"Banian Cloth Waste, Size: Standard",₹45/ Kg,https://www.indiamart.com/proddetail/banian-cloth-waste-23714774333.html?pos=17&kwd=banian,Banian Waste
5630,"Cutting Multicolor Banyan Waste, Packaging Size: 50 KG, Size: 2 Feet",₹40/ Kg,https://www.indiamart.com/proddetail/banyan-waste-14869665248.html?pos=18&kwd=banian,Banian Waste
5631,Plain PURE WHITE BANIAN BIT WASTE,₹75/ Kg,https://www.indiamart.com/proddetail/pure-white-banian-bit-waste-22429331833.html?pos=19&kwd=banian,Banian Waste
5632,Banian Waste,₹95/ kg,https://www.indiamart.com/proddetail/banian-waste-2121091048.html?pos=20&kwd=banian,Banian Waste
5633,Raw Multicolor Cotton Banian Waste,₹26/ Kilogram(s),https://www.indiamart.com/proddetail/cotton-banian-waste-2397785791.html?pos=21&kwd=banian,Banian Waste
5634,"Multicolor Rags Cotton Banian Waste, For Cleaning Purpose, Packaging Type: Loose",₹90/ Kg,https://www.indiamart.com/proddetail/cotton-banian-waste-2283357362.html?pos=23&kwd=banian,Banian Waste
5635,Cotton Banian Waste,₹36/ Kg,https://www.indiamart.com/proddetail/cotton-banian-waste-23280765791.html?pos=25&kwd=banian,Banian Waste
5636,Cotton Banian Yarn Wastes White,₹150/ Kg,https://www.indiamart.com/proddetail/banian-yarn-wastes-white-21891455273.html?pos=26&kwd=banian,Banian Waste
5637,"White Banian Cloth Waste, For Industrial, Packaging Size: 50",₹110/ Kg,https://www.indiamart.com/proddetail/white-banian-cloth-waste-26212978297.html?pos=27&kwd=banian,Banian Waste
5638,Silk Used Ladies Chiffon Top,₹130/ Piece,https://www.indiamart.com/proddetail/used-ladies-chiffon-top-2851845810830.html?pos=1&kwd=used,Used Clothes
