name,price,url,category,metric
Aluminium Turning Scrap,₹150/ kg,https://www.indiamart.com/proddetail/aluminium-turning-scrap-24293514388.html,metal-scrap,kg
Stainless steel 304 scrap,₹125/ kg,https://www.indiamart.com/proddetail/pure-copper-scrap-25602548573.html,metal-scrap,kg
Recyclable Aluminium UBC Scrap,₹148/ kg,https://www.indiamart.com/proddetail/recyclable-aluminium-ubc-scrap-20699249455.html,metal-scrap,kg
"Brass Scrap, For Industrial",₹450/ kg,https://www.indiamart.com/proddetail/brass-scrap-2850841202373.html,metal-scrap,kg
Old TV Monitor Scrap,₹150/ kg,https://www.indiamart.com/proddetail/old-tv-monitor-scrap-22882903373.html,metal-scrap,kg
"Iron Scrap, For Foundry Industry, 100 Kg",₹150/ kg,https://www.indiamart.com/proddetail/iron-scrap-2851753301433.html,metal-scrap,kg
Tungsten Wire Scrap,"₹1,650/ kg",https://www.indiamart.com/proddetail/tungsten-wire-scrap-20037752230.html,metal-scrap,kg
"201 Stainless Steel Scrap, Packaging Type: Loose",₹65/ kg,https://www.indiamart.com/proddetail/201-stainless-steel-scrap-20681640355.html,metal-scrap,kg
Motor Scraper,₹110/ kg,https://www.indiamart.com/proddetail/motor-scraper-25903792048.html,metal-scrap,kg
"Mixed Hips Tv Scrap, For Industrial",₹45/ kg,https://www.indiamart.com/proddetail/hips-tv-scrap-18113964255.html,metal-scrap,kg
"Ms corner scrap, Packaging Type: Loose",₹48/ kg,https://www.indiamart.com/proddetail/ms-corner-scrap-23853840388.html,metal-scrap,kg
Aluminium Section Scrap,₹182/ kg,https://www.indiamart.com/proddetail/aluminium-section-scrap-22410117248.html,metal-scrap,kg
"Copper Wire Scrap, Grade: Grade A",₹650/ kg,https://www.indiamart.com/proddetail/copper-wire-scrap-2851109696488.html,metal-scrap,kg
"Golden Copper Cable Scrap, For Electric Wire, Grade: Grade A",₹700/ kg,https://www.indiamart.com/proddetail/copper-cable-scrap-2851109749297.html,metal-scrap,kg
Scrap Cooper,₹600/ kg,https://www.indiamart.com/sri-muruga-metals/,metal-scrap,kg
Ferrous Scrap,₹666/ kg,https://www.indiamart.com/iniya-enterprises-dharmapuri/,metal-scrap,kg
Copper Scrap,₹385/ kg,https://www.indiamart.com/sky-green-exporterrs/,metal-scrap,kg
Ms Scrap,₹37.5/ kg,https://www.indiamart.com/sri-madeshwara-stores-metals/,metal-scrap,kg
Copper Wire Scrape Buyer,₹85/ kg,https://www.indiamart.com/trading-dharmapuri/,metal-scrap,kg
Alloy 48 Scrap / NILO 48 Scrap / Pernifer 48 Scrap,₹450/ kg,https://www.indiamart.com/proddetail/alloy-48-scrap-nilo-48-scrap-pernifer-48-scrap-8453198088.html,metal-scrap,kg
"Heat Resisting Zinc Dust Graphite Stack Paint, 20 L","₹1,100/ kg",https://www.indiamart.com/proddetail/heat-resisting-zinc-dust-graphite-stack-paint-2849462080288.html,metal-scrap,kg
Copper Metal Turning,₹578/ kg,https://www.indiamart.com/proddetail/copper-metal-turning-9628763691.html,metal-scrap,kg
Zinc Dust -Everzinc Malaysia Min 985% Purity - Std 7 And Superfine Grades,₹400/ kg,https://www.indiamart.com/proddetail/zinc-dust-everzinc-malaysia-min-985-purity-std-7-and-superfine-grades-23329391248.html,metal-scrap,kg
"Silver Aluminium Turning Scrap, For Melting",₹107/ kg,https://www.indiamart.com/proddetail/aluminium-turning-scrap-23071057948.html,metal-scrap,kg
Copper Bare Wire Scrap,₹800/ kg,https://www.indiamart.com/proddetail/copper-bare-wire-scrap-2851729490691.html,metal-scrap,kg
"Powder Zinc Dust, Grade Standard: Industrial Grade",₹200/ kg,https://www.indiamart.com/proddetail/zinc-dust-11519471148.html,metal-scrap,kg
Zinc Dust,₹170/ kg,https://www.indiamart.com/proddetail/zinc-dust-10911910233.html,metal-scrap,kg
"Powder Zinc Dust, 50kg, Grade Standard: Standard",₹110/ kg,https://www.indiamart.com/proddetail/zinc-dust-25695364491.html,metal-scrap,kg
"MS Machinery Parts Scrap, For Industrial, Packaging Type: Loose","₹43,000/ tonne",https://www.indiamart.com/proddetail/ms-machinery-parts-scrap-23854205433.html,metal-scrap,tonne
Powder 99% Zinc Dust,₹250/ kg,https://www.indiamart.com/proddetail/zinc-dust-23430315062.html,metal-scrap,kg
Aluminium Scraps,₹100/ kg,https://www.indiamart.com/the-recycle-room/,metal-scrap,kg
Patara Scrap 10F,₹80/ kg,https://www.indiamart.com/narayana-scrap-trader/,metal-scrap,kg
"Golden Copper Scrap, Grade: Grade A",₹450/ kg,https://www.indiamart.com/proddetail/copper-scrap-21293654788.html,metal-scrap,kg
Ms Scrap,₹42/ kg,https://www.indiamart.com/agrahari-scrap-traders/,metal-scrap,kg
MS Scrap,₹23/ kg,,metal-scrap,kg
"Recyclable Iron Scrap, For Metal Industry",₹40/ kg,https://www.indiamart.com/proddetail/recyclable-iron-scrap-2850262972688.html,metal-scrap,kg
"Solid 90% Zinc Dross Scrap, 1 Kg",₹160/ kg,https://www.indiamart.com/proddetail/zinc-dross-scrap-22666888788.html,metal-scrap,kg
Electrical Transformer Scrap,₹25/ kg,https://www.indiamart.com/proddetail/electrical-transformer-scrap-22702603730.html,metal-scrap,kg
"Tungsten Carbide Scrap, Packaging Type: Hdpe Bag","₹1,850/ kg",https://www.indiamart.com/proddetail/tungsten-carbide-scrap-20249503388.html,metal-scrap,kg
Aluminum Dross low purity,₹14/ kg,https://www.indiamart.com/proddetail/aluminum-dross-low-purity-2851757158997.html,metal-scrap,kg
"Iron Scrap, For Metal Industry",₹30/ kg,https://www.indiamart.com/proddetail/iron-scrap-22968167073.html,metal-scrap,kg
Iron Scrap,₹39/ kg,https://www.indiamart.com/proddetail/iron-scrap-8092301491.html,metal-scrap,kg
Coper Scrap,₹485/ kg,https://www.indiamart.com/vikash-kumar-varma-antiq-s/,metal-scrap,kg
"Cast Iron CI SCRAP, for Casting",₹25/ kg,https://www.indiamart.com/bansal-udyog-dhanbad/,metal-scrap,kg
Dhanbaad Brown Heavy Melting Scrap,"₹30,000/ tonne",https://www.indiamart.com/proddetail/heavy-melting-scrap-23035002148.html,metal-scrap,tonne
Iron Scrap,₹42/ kg,https://www.indiamart.com/balajienterprises-21952849/,metal-scrap,kg
Cast Iron Scrap,"₹45,000/ tonne",https://www.indiamart.com/tanduri-dhaba/,metal-scrap,tonne
"Black Iron Ms Nail Scrap, For Metal Industry, Packaging Type: Loose",₹45/ kg,https://www.indiamart.com/ts-wire-nails/,metal-scrap,kg
Iron Scrap,₹22/ kg,https://www.indiamart.com/gm-group-enterprises-dhanbad/,metal-scrap,kg
Heavy melting scrap,₹20/ kg,https://www.indiamart.com/win-enterprises-chirkunda/,metal-scrap,kg
"Aluminum Silver Aluminium Alloy Wheel Scrap, For Melting",₹225/ kg,https://www.indiamart.com/proddetail/aluminium-alloy-wheel-scrap-26201844148.html,metal-scrap,kg
Metal Scrap Iron,"₹1,000/ kg",https://www.indiamart.com/proddetail/metal-scrap-iron-26074177662.html,metal-scrap,kg
Scrap Buyers,₹100/ kg,https://www.indiamart.com/superindia/,metal-scrap,kg
Loose Brass Scrap,₹420/ kg,https://www.indiamart.com/proddetail/loose-brass-scrap-27216920862.html,metal-scrap,kg
Iron Scraps,₹52/ kg,https://www.indiamart.com/ms-amir-scrap-enterprises/,metal-scrap,kg
Iron Scrap,₹45/ kg,https://www.indiamart.com/company/81025878/,metal-scrap,kg
"Aluminium Scrap, 25 Kg",₹110/ kg,https://www.indiamart.com/proddetail/aluminium-scrap-2851954735762.html,metal-scrap,kg
Mixed E Waste Scrap,₹500/ kg,https://www.indiamart.com/proddetail/e-waste-scrap-2850352830048.html,metal-scrap,kg
Black Metal Industry Aluminium Scrap,₹135/ kg,https://www.indiamart.com/proddetail/metal-industry-aluminium-scrap-21628504673.html,metal-scrap,kg
Pig Iron Scrap Skull,₹50/ tonne,https://www.indiamart.com/proddetail/pig-iron-scrap-skull-25677395973.html,metal-scrap,tonne
Scrap Cast Iron Powder,"₹5,000/ tonne",https://www.indiamart.com/agrawal-india-services-llp/,metal-scrap,tonne
Iron Scrap,₹17/ kg,https://www.indiamart.com/proddetail/iron-scrap-16694088988.html,metal-scrap,kg
scrap,₹500/ kg,https://www.indiamart.com/proddetail/scrap-23210623362.html,metal-scrap,kg
heavy melting scrap,₹32/ kg,,metal-scrap,kg
Aluminium Scrap Importer,₹75/ kg,,metal-scrap,kg
"Copper Cable Scrap, For Electric Wire, Packaging Size: 25 kg",₹200/ kg,https://www.indiamart.com/proddetail/copper-cable-scrap-2851940967491.html,metal-scrap,kg
Pet scrap approximately 30 to 40,₹38/ kg,https://www.indiamart.com/kmk-corporation/,metal-scrap,kg
Aluminium Scrap,₹699/ kg,https://www.indiamart.com/fariya-herbs/,metal-scrap,kg
Aluminum Scrap,₹115/ kg,https://www.indiamart.com/green-star-davanagere/,metal-scrap,kg
"316L Stainless Steel Scrap, Thickness: 30 mm, 40 kg",₹265/ kg,https://www.indiamart.com/proddetail/316l-stainless-steel-scrap-16840907948.html,metal-scrap,kg
Manganese Flakes,₹210/ kg,https://www.indiamart.com/proddetail/manganese-flakes-24255324048.html,metal-scrap,kg
Phosphor Bronze Scrap,₹900/ kg,https://www.indiamart.com/proddetail/phosphor-bronze-scrap-23083699262.html,metal-scrap,kg
Stainless Steel 316 L Scrap,₹245/ kg,https://www.indiamart.com/proddetail/stainless-steel-316-l-scrap-22335793848.html,metal-scrap,kg
"Silver Aluminium Extrusion Scraps, For Melting, Packaging Type: Loose",₹225/ kg,https://www.indiamart.com/proddetail/aluminium-extrusion-scraps-26010043273.html,metal-scrap,kg
Aluminium Scrap,₹120/ kg,https://www.indiamart.com/company/181033441/,metal-scrap,kg
Rollings Scrap,₹18/ kg,https://www.indiamart.com/satpuda-scrap-recyclers/,metal-scrap,kg
Made in china Compressor Scraps,"₹5,000/ tonne",https://www.indiamart.com/proddetail/compressor-scraps-20573341791.html,metal-scrap,tonne
Heavy Metal Scraps Product,₹34/ kg,https://www.indiamart.com/hs-trader-dhule/,metal-scrap,kg
Copper Cable Scrap,₹450/ tonne,https://www.indiamart.com/neeraj-supplier/,metal-scrap,tonne
Copper Scrap,"₹8,500/ kg",https://www.indiamart.com/sarang-enterprises-dhule/,metal-scrap,kg
"Heavy Duty Mild Steel Scrap, For Metal Industry, Packaging Type: Loose",₹37/ kg,https://www.indiamart.com/proddetail/heavy-duty-mild-steel-scrap-25576479948.html,metal-scrap,kg
Scrap Loha,₹55/ tonne,https://www.indiamart.com/babu-lohar-tala-center/,metal-scrap,tonne
Lead Scrap Plates,₹800/ kg,https://www.indiamart.com/proddetail/lead-scrap-plates-25278908688.html,metal-scrap,kg
Tinplate Cutting Scrap,₹60/ kg,https://www.indiamart.com/arunrajmetaltraders/,metal-scrap,kg
Silver Aluminum Scrap for Automobile Industry,₹110/ kg,https://www.indiamart.com/proddetail/aluminum-scrap-21111539162.html,metal-scrap,kg
"Rb12 Black Copper Wire Scrap, For Automobile Industry",₹300/ kg,https://www.indiamart.com/proddetail/copper-wire-scrap-21768400548.html,metal-scrap,kg
Ship Scrap,"₹22,000/ tonne",https://www.indiamart.com/proddetail/rail-scrap-19403487188.html,metal-scrap,tonne
Gp Coil Scrap,₹86/ kg,https://www.indiamart.com/smlash-ispat-pvt-ltd/,metal-scrap,kg
Scrap Aluminium,₹105/ kg,https://www.indiamart.com/apollo-tyres-limited-kochi/,metal-scrap,kg
Iron Scrap Ms Scrap,₹37/ kg,https://www.indiamart.com/dazzle-ladies-collection/,metal-scrap,kg
Iron Scrap,₹33/ kg,https://www.indiamart.com/haidar-mansoori-trading-company/,metal-scrap,kg
"Gray Scrap Material, For Machinery",₹25/ tonne,https://www.indiamart.com/proddetail/scrap-material-24299415873.html,metal-scrap,tonne
"Zinc Powder Dust, 10 Kg",₹300/ kg,https://www.indiamart.com/proddetail/zinc-powder-dust-26090867573.html,metal-scrap,kg
"Stainless Steel Pipe Scrap 410, 430, 202, 304, 316",₹55/ kg,https://www.indiamart.com/proddetail/stainless-steel-pipe-scrap-410-430-202-304-316-25232778848.html,metal-scrap,kg
316 Stainless Steel Scrap,₹272/ kg,https://www.indiamart.com/proddetail/316-stainless-steel-scrap-18299518791.html,metal-scrap,kg
"Brown Mild Steel Metal Scrap, Packaging Type: Bundle","₹35,000/ tonne",https://www.indiamart.com/proddetail/metal-scrap-2851529620297.html,metal-scrap,tonne
Nickel Scrap,₹900/ kg,https://www.indiamart.com/proddetail/nickel-scrap-20066566130.html,metal-scrap,kg
"Powder 99.9% Zinc Dust LR Molychem, 500 Gm","₹1,050/ kg",https://www.indiamart.com/proddetail/zinc-dust-lr-molychem-2849617333273.html,metal-scrap,kg
Radiator Metal Scrap,₹135/ kg,https://www.indiamart.com/oscar-figueroa-technology/,metal-scrap,kg
Aluminum Plates Scrap,₹150/ kg,https://www.indiamart.com/aditya-enterprises-erode/,metal-scrap,kg
Tungsten Carbide Insert Scrap Dealers,"₹2,100/ kg",https://www.indiamart.com/proddetail/tungsten-carbide-insert-scrap-dealers-26185574662.html,metal-scrap,kg
Aluminium Scrap,₹190/ kg,https://www.indiamart.com/sree-latha-agencies-erode/,metal-scrap,kg
"Iron scrap, For Metal Industry",₹50/ tonne,https://www.indiamart.com/myilagencies/,metal-scrap,tonne
Iron Scrap,₹55/ kg,https://www.indiamart.com/proddetail/iron-scrap-2850020288230.html,metal-scrap,kg
"Cast Iron Ferrous Metal Scrap, 75 Kg","₹10,000/ kg",https://www.indiamart.com/proddetail/ferrous-metal-scrap-2851198762891.html,metal-scrap,kg
Scrap And Sell In Automobile,₹45/ kg,,metal-scrap,kg
"Metal Alternator Scrap, For Automobile Industry",₹240/ kg,https://www.indiamart.com/proddetail/alternator-scrap-23100174655.html,metal-scrap,kg
High Nickel Chromium Scrap,"₹1,200/ kg",https://www.indiamart.com/proddetail/high-nickel-chromium-scrap-23052513112.html,metal-scrap,kg
Grey Mild Steel MS Automobile Parts Scrap,₹120/ kg,https://www.indiamart.com/proddetail/ms-automobile-parts-scrap-26498467497.html,metal-scrap,kg
Zinc Die Cast Mix Scrap,₹158/ kg,https://www.indiamart.com/proddetail/brass-scrap-27441977430.html,metal-scrap,kg
Brass Scrap,₹280/ kg,https://www.indiamart.com/proddetail/brass-scrap-19387045597.html,metal-scrap,kg
"Silver Aluminum T T Scrap, For Automobile Industry",₹168/ kg,https://www.indiamart.com/proddetail/aluminum-t-t-scrap-26144649748.html,metal-scrap,kg
"Mix Silver Aluminum Section Scrap, For Melting, Size: 5 To 60 Inches",₹194/ kg,https://www.indiamart.com/proddetail/aluminum-section-scrap-21576808112.html,metal-scrap,kg
Mild Steel MS Turning Burada Scrap,₹35/ kg,https://www.indiamart.com/proddetail/ms-turning-burada-scrap-20686973197.html,metal-scrap,kg
12mm Grey Solid Zinc Scrap,₹215/ kg,https://www.indiamart.com/proddetail/12mm-grey-solid-zinc-scrap-2851501540297.html,metal-scrap,kg
Magnesium Alloy Scrap,₹140/ kg,https://www.indiamart.com/proddetail/magnesium-alloy-scrap-2849207933048.html,metal-scrap,kg
"Gray Self Starter Aluminium Scrap, For Melting",₹167/ kg,https://www.indiamart.com/proddetail/self-starter-aluminium-scrap-2851182206391.html,metal-scrap,kg
90% Filing Aluminium Ash Powder,₹20/ kg,https://www.indiamart.com/proddetail/90-filing-aluminium-ash-powder-2850892277197.html,metal-scrap,kg
Iron Scrap,"₹4,300/ tonne",https://www.indiamart.com/dktradingcompanyharyana/,metal-scrap,tonne
"Silver 2014 Aluminum Forged Scrap, For Melting",₹220/ kg,https://www.indiamart.com/proddetail/2014-aluminum-forged-scrap-25637709862.html,metal-scrap,kg
"Silver Aluminum Wire Scrap, For Automobile Industry",₹205/ kg,https://www.indiamart.com/proddetail/aluminum-wire-scrap-26024009288.html,metal-scrap,kg
Zinc Dust 94%,₹185/ kg,https://www.indiamart.com/proddetail/zinc-dust-94-22480213173.html,metal-scrap,kg
"304 ss plat&316 plat, Thickness: 10mm tp 40 mm mix",₹280/ kg,https://www.indiamart.com/proddetail/304-ss-plat-316-plat-2849264481762.html,metal-scrap,kg
Megnisium Scrap,₹148/ kg,https://www.indiamart.com/proddetail/industrial-grade-304-stainless-steel-scrap-25655591712.html,metal-scrap,kg
Alluminium ash,₹2/ kg,https://www.indiamart.com/proddetail/alluminium-ash-20632937473.html,metal-scrap,kg
Solid Zinc Die Cast Scrap,₹150/ kg,https://www.indiamart.com/proddetail/zinc-die-cast-scrap-23863147888.html,metal-scrap,kg
"Silver Aluminium Extrusion Scrap, For Melting, Packaging Type: Loose",₹155/ kg,https://www.indiamart.com/proddetail/aluminium-extrusion-scrap-2849523343991.html,metal-scrap,kg
"Aluminum Silver 6061 Aluminium Scrap, For Recycling",₹160/ kg,https://www.indiamart.com/proddetail/6061-aluminium-scrap-26856895888.html,metal-scrap,kg
"Brass Scrap, Size: 0.2-5 Mm",₹310/ kg,https://www.indiamart.com/proddetail/brass-scrap-20967294830.html,metal-scrap,kg
"Material Grade: 304 Plate Cutting Stainless Steel Scrap, Thickness: 18 mm","₹38,500/ tonne",https://www.indiamart.com/proddetail/plate-cutting-stainless-steel-scrap-2851742110848.html,metal-scrap,tonne
Aluminium Wire Scrap,₹250/ kg,https://www.indiamart.com/op-ms-all-metal-scrap/,metal-scrap,kg
"15 5 Ph Stainless Steel Scrap, Thickness: 6 mm",₹300/ kg,https://www.indiamart.com/proddetail/15-5-ph-stainless-steel-scrap-2852174794197.html,metal-scrap,kg
Aluminum Beer Can Scrap,₹113/ kg,https://www.indiamart.com/proddetail/aluminum-beer-can-scrap-23269616588.html,metal-scrap,kg
Cast Iron Scrap,₹510/ kg,https://www.indiamart.com/maa-sharda-iron-foundry/,metal-scrap,kg
Brass Scrap,₹500/ kg,https://www.indiamart.com/ms-ya-ali-traders/,metal-scrap,kg
Lead Scrap,₹180/ kg,https://www.indiamart.com/gauri-battery-traders/,metal-scrap,kg
Pital Scrap,₹50/ kg,https://www.indiamart.com/indian-scrap-firozabad/,metal-scrap,kg
Srap Metal,₹100/ kg,https://www.indiamart.com/kaila-devi-bartan-bhandar/,metal-scrap,kg
Scrap Electric Motors,₹50/ kg,https://www.indiamart.com/bkindustries-firozpur/,metal-scrap,kg
2000 liter Very Good Quality liquid Hand Wash,₹85/ kg,https://www.indiamart.com/dhamijas/,metal-scrap,kg
"SS Utensils Scraps, Packaging Type: Loose, Material Grade: 202",₹49/ kg,https://www.indiamart.com/proddetail/ss-utensils-scraps-21523106088.html,metal-scrap,kg
Ci Scrap,₹26/ kg,https://www.indiamart.com/gk-trading-fatehabad/,metal-scrap,kg
Aluminium UBC Scrap,"₹5,000/ tonne",https://www.indiamart.com/proddetail/aluminium-ubc-scrap-19484431448.html,metal-scrap,tonne
"Black AC Aluminum Coils Scrap, For Industrial",₹360/ kg,https://www.indiamart.com/proddetail/ac-aluminum-coils-scrap-27013770148.html,metal-scrap,kg
"Ash Aluminum Turning, Boring Burada Scrap For Machinery",₹142/ kg,https://www.indiamart.com/proddetail/aluminum-turning-boring-burada-scrap-26051958388.html,metal-scrap,kg
"Stainless Steel Turning Scrap, Material Grade: 304, Thickness: 4mm",₹95/ kg,https://www.indiamart.com/proddetail/stainless-steel-turning-scrap-2850664306448.html,metal-scrap,kg
Shredded Silicone Sheet Scrap,₹25/ kg,https://www.indiamart.com/proddetail/shredded-silicone-sheet-scrap-2851813537162.html,metal-scrap,kg
"Powder 97% Zinc Dust, 25 kg, 50 kg",₹425/ kg,https://www.indiamart.com/proddetail/zinc-dust-11485587230.html,metal-scrap,kg
Brass Honey Scrap,₹500/ kg,https://www.indiamart.com/proddetail/brass-honey-scrap-2850330509633.html,metal-scrap,kg
"409 Magnetic Stainless Steel Scrap, Material Grade: SS409, Thickness: 5 mm",₹55/ kg,https://www.indiamart.com/proddetail/409-magnetic-stainless-steel-scrap-21590282462.html,metal-scrap,kg
"Mix Size Silver Aluminium Extrusion Scrap, Grade Series: Section, Model Name/Number: 6063",₹193/ kg,https://www.indiamart.com/proddetail/aluminium-extrusion-scrap-21448456088.html,metal-scrap,kg
"Silver Aluminium Scrap - 6063 Extrusion / Section - CNF Nhava Sheva, Size: Various for Melting",₹189/ kg,https://www.indiamart.com/proddetail/silver-aluminium-scrap-6063-extrusion-section-cnf-nhava-sheva-size-various-for-melting-22260743262.html,metal-scrap,kg
"Silver 5mm Aluminium Turning Scrap, For Automobile Industry",₹148/ kg,https://www.indiamart.com/proddetail/5mm-aluminium-turning-scrap-18389683830.html,metal-scrap,kg
"Nickel Titanium Scrap, Packaging Size: 50 Kg",₹300/ kg,https://www.indiamart.com/proddetail/titanium-scrap-2852180897373.html,metal-scrap,kg
"Black Mild Steel MS SCRAP, For Industrial, Packaging Type: Bundle",₹25/ kg,https://www.indiamart.com/proddetail/ms-scrap-22328976530.html,metal-scrap,kg
"Tyre Pyrolysis Steel Wire Scrap, Material Grade: 304, Thickness: 2mm",₹22/ kg,https://www.indiamart.com/proddetail/tyre-pyrolysis-steel-wire-scrap-2850154674248.html,metal-scrap,kg
M S. S.k.m. Enterprises,₹65/ kg,https://www.indiamart.com/skm-enterprise-gwalior/,metal-scrap,kg
Iron Scrap,₹37/ kg,https://www.indiamart.com/tiwari-scrap-gwalior/,metal-scrap,kg
Ms Scrap,"₹45,000/ tonne",https://www.indiamart.com/sarvodaya-motors-gwalior/,metal-scrap,tonne
Iron Scrap,₹500/ kg,https://www.indiamart.com/map-industries-gwalior/,metal-scrap,kg
Steel S Crap,₹34/ kg,https://www.indiamart.com/mg-machinery-fabricator-center/,metal-scrap,kg
"97.8% Armature Copper Wire Scrap, Packaging Size: Loose",₹775/ kg,https://www.indiamart.com/proddetail/armature-copper-wire-scrap-23498465891.html,metal-scrap,kg
Aluminium Scrap,₹800/ kg,https://www.womensilkgarments.com/,metal-scrap,kg
Automobile Industry Brass Scrap,₹460/ kg,https://www.indiamart.com/proddetail/automobile-industry-brass-scrap-2850512137597.html,metal-scrap,kg
"Cast Iron Sheet Scrap, For Casting",₹40/ kg,https://www.indiamart.com/proddetail/cast-iron-sheet-scrap-2851678215162.html,metal-scrap,kg
Electronic LED Bulb Scrap,₹118/ kg,https://www.indiamart.com/proddetail/electronic-led-bulb-scrap-2851942684991.html,metal-scrap,kg
"Iron HMS Scrap, For Sheet Making Purpose",₹120/ kg,https://www.indiamart.com/proddetail/iron-hms-scrap-2851599804791.html,metal-scrap,kg
"Iron Ms Turning Boring Scrap Sale and Purchase Bulk Quantity, For Metal Industry, Packaging Type: Loose",₹45/ kg,https://www.indiamart.com/proddetail/ms-turning-boring-scrap-sale-and-purchase-bulk-quantity-2849256840197.html,metal-scrap,kg
"Black Stainless Steel Sheet cutting Scrap 202, For Metal Industry, Packaging Type: Loose",₹70/ kg,https://www.indiamart.com/proddetail/stainless-steel-sheet-cutting-scrap-202-20795278112.html,metal-scrap,kg
Nickel Alloy Scrap,"₹1,500/ kg",https://www.indiamart.com/proddetail/nickel-alloy-scrap-2849670613762.html,metal-scrap,kg
"50kg Zinc Ash, Grade Standard: Industrial",₹51/ kg,https://www.indiamart.com/proddetail/50kg-zinc-ash-20538914848.html,metal-scrap,kg
"Silver Aluminium Tense Scrap, For Automobile Industry, Size: Uniformity In Size",₹167/ kg,https://www.indiamart.com/proddetail/aluminium-tense-scrap-22271758530.html,metal-scrap,kg
LED LCD TVS Monitor Scrap,₹50/ kg,https://www.indiamart.com/proddetail/led-lcd-tvs-monitor-scrap-22882882573.html,metal-scrap,kg
"Satinless steel Scrap, Material Grade: 202",₹42/ kg,https://www.indiamart.com/proddetail/satinless-steel-scrap-23637860862.html,metal-scrap,kg
"Stainless Steel Scrap, Plate Offcuts, Material Grade: 304",₹85/ kg,https://www.indiamart.com/proddetail/stainless-steel-scrap-2850327652412.html,metal-scrap,kg
Electric Motor Scrap for Copper Recovery,₹14/ kg,https://www.indiamart.com/proddetail/electric-motor-scrap-for-copper-recovery-25825902988.html,metal-scrap,kg
Ms Iron Scrap,₹33/ kg,https://www.indiamart.com/fusion-metalics/,metal-scrap,kg
Android pcb scrap,"₹5,500/ kg",https://www.indiamart.com/proddetail/android-pcb-scrap-20542036888.html,metal-scrap,kg
Aluminium Scrap,₹500/ kg,https://www.indiamart.com/scrap-eitom/,metal-scrap,kg
"Aluminium Scrap, 100 Kg",₹180/ kg,https://www.indiamart.com/proddetail/aluminium-scrap-2851966497212.html,metal-scrap,kg
Iron Scrap,₹32/ kg,https://www.indiamart.com/proddetail/compressor-scrap-2848964266873.html,metal-scrap,kg
Zinc Dust Powder,₹380/ kg,https://www.indiamart.com/proddetail/zinc-dust-powder-2851294561691.html,metal-scrap,kg
Scrap Vessels (ships),₹30/ kg,https://www.indiamart.com/proddetail/hms-1-2-scrap-2850472509173.html,metal-scrap,kg
MOST AFFORDABLE DSC PRICES,₹799/ kg,https://www.indiamart.com/volksphantom-ip-solutions/,metal-scrap,kg
Four Wheeler Battery Scrap,₹112/ kg,https://www.indiamart.com/bharathi-batteries-and-engineoils/,metal-scrap,kg
Ferrous Scrap,₹125/ kg,https://www.indiamart.com/harienterprises-69671553/,metal-scrap,kg
Iron Scrap,₹20/ kg,https://www.indiamart.com/lohitha-enterprises-ramagundam/,metal-scrap,kg
MS Scrap,"₹10,000/ tonne",https://www.indiamart.com/recent-enterprises-guntur/,metal-scrap,tonne
Cast Iron Scrap,₹45/ kg,https://www.indiamart.com/sri-kanaka-durga-iron-company/,metal-scrap,kg
Computer Printer Scrap,₹30/ kg,https://www.indiamart.com/proddetail/computer-printer-scrap-25318562633.html,metal-scrap,kg
"Material Grade: 2507 Steel Tyre Wire Scrap, Thickness: 12 mm",₹28.5/ kg,https://www.indiamart.com/proddetail/steel-tyre-wire-scrap-2850319201933.html,metal-scrap,kg
"Cast Iron Scrap, For Foundry Industry",₹45/ kg,https://www.indiamart.com/proddetail/cast-iron-scrap-19154259530.html,metal-scrap,kg
"Silver And Orange Aluminium Sheet Scrap, For Recycling",₹20/ kg,https://www.indiamart.com/proddetail/aluminium-sheet-scrap-2850335451997.html,metal-scrap,kg
Bronze Bearing Scrap (Having 88.41% COPPER),₹600/ kg,https://www.indiamart.com/proddetail/bronze-bearing-scrap-having-88-41-copper-23759594662.html,metal-scrap,kg
Industrial Iron Scrap,"₹45,000/ tonne",https://www.indiamart.com/ms-virendra-kumar-jai-prakash/,metal-scrap,tonne
Iron Scrape Heavy Melting,₹29/ kg,https://www.indiamart.com/gr8-layer-poultry-farm/,metal-scrap,kg
Ferrous Scrap,₹800/ kg,https://www.indiamart.com/hari-om-enterprises-gaya/,metal-scrap,kg
Copper Scrap,₹160/ kg,https://www.indiamart.com/maa-vindhwashni-udyog/,metal-scrap,kg
Iron Scrap,₹40/ kg,https://www.indiamart.com/anjum-scrap/,metal-scrap,kg
Aluminium Scrap,₹300/ kg,https://www.indiamart.com/company/86241765/,metal-scrap,kg
"Steel NEW RAIL A65, For Metal Industry",₹92/ kg,https://www.indiamart.com/proddetail/new-rail-a65-2851745274491.html,metal-scrap,kg
Zinc Dust,₹104/ kg,https://www.indiamart.com/proddetail/zinc-dust-8318720530.html,metal-scrap,kg
"Ss 310 Scrap, Thickness: 4 mm, 8 Inch",₹360/ kg,https://www.indiamart.com/proddetail/ss-310-scrap-22265489512.html,metal-scrap,kg
Gunmetal Scrap,₹550/ kg,https://www.indiamart.com/proddetail/gunmetal-scrap-23083574630.html,metal-scrap,kg
Monel 400 Turning Scrap,₹800/ kg,https://www.indiamart.com/proddetail/monel-400-turning-scrap-26508932248.html,metal-scrap,kg
"Industrial Steel Tyre Wire Scrap, Packaging Type: PP Bag, Material Grade: 304",₹27/ kg,https://www.indiamart.com/proddetail/industrial-steel-tyre-wire-scrap-10152126330.html,metal-scrap,kg
